.:,f:a,f:a,f:a,f:,m:,m:,.:f,.:,.:f,f:a,.:
.:f,m:o,.:f,.:f,f:,f:,.:,m:,v: ,f:a,f:r,f:
.:f,v:,f:a,.:f,f:a,.:f,m:,f:a,.:,.:,m:,.:c
m:,f:a,f:a,.:f,c:2,.:f,f:a,f:a,.:,m:,m:,f:a
f:,f:a,f:a,f:a,m:o,m:,f:a,v: ,m:,m:,v: ,f:a
.:f,v:,f:a,.:f,f:,f:,m:,m:o,f:a,.:f,m:o,.:f
.:f,f:a,.:c,f:a,m:o,.:,.:f,f:a,m:o,m:,.:,f:r
.:,m:r,.:,.:,f:a,v: ,f:a,f:a,v: ,m:o,.:c,m:
.:c,.:c,m:o,f:a,.:f,.:f,f:a,f:a,.:f,.:,f:,m:
.:,m:o,c:0,.:,m:o,m:o,.:f,.:f,m:o,.:f,m:,f:
f:,.:,.:c,m:o,.:,v:,f:,.:c,v: ,.:f,.:,.:
m:,.:,m:r,m:o,f:a,f:,f:,.:,.:,.:f,m:,m:
