.:r,f:,.:f,.:r,.:,.:f,f:a,m:,.:f,.:f,f:a,.:
.:,f:a,m:,f:a,.:f,v:,f:a,.:f,v:,.:f,f:a,.:
f:,f:a,c:2,f:a,f:a,.:f,.:f,m:,.:f,.:f,f:,f:
f:a,m:o,f:a,.:f,.:f,f:a,.:,f:a,f:a,f:a,f:r,.:
.:f,.:,.:,.:f,.:f,v:,.:f,.:f,v: ,.:,.:,.:
m:,v:,.:f,.:f,.:,.:f,f:a,.:f,f:a,m:,.:c,m:
m:o,.:c,f:,f:,.:,f:,.:f,.:,.:,m:,.:,f:
.:f,.:f,f:,m:,.:f,f:,.:f,v:,.:f,.:,m:,.:f
m:o,v:,m:o,f:a,m:o,f:,m:,m:,f:,f:a,v: ,m:o
m:o,f:a,.:c,m:o,c:0,m:o,f:,m:,f:a,m:,m:o,m:
.:f,.:,f:,f:,.:,m:o,.:f,v: ,m:,f:,m:,.:f
f:,f:,.:,.:r,.:,.:,.:,f:,f:a,f:a,.:,.:
