f:a,.:f,f:a,f:a,.:f,.:f,.:f,f:a,m:o,.:,.:f,f:a
f:a,v: ,.:f,.:f,v:,.:,.:f,v:,f:a,m:,v:,m:o
.:,f:a,.:,m:o,.:,.:f,.:f,f:a,.:,.:f,f:a,f:a
.:f,f:a,.:f,.:r,.:r,f:a,m:o,m:o,f:a,f:a,m:o,m:o
m:,v: ,m:o,.:,f:,.:,c:2,f:a,.:f,v: ,f:a,f:
m:,f:a,.:f,m:,.:,f:a,m:o,f:a,m:o,m:,.:f,f:
.:,m:,.:,f:,.:,m:,.:f,f:a,f:a,f:a,m:o,f:
f:,f:,f:,.:,m:,f:,v: ,f:a,f:a,v:,m:o,.:
.:,f:,.:c,.:,.:,.:f,m:o,m:o,f:,f:,m:,m:
f:,f:,f:a,c:0,.:f,m:o,.:f,m:,m:o,m:o,.:,m:r
.:,.:,f:a,.:c,.:f,.:,v: ,.:c,f:,v: ,.:c,f:r
f:,f:,.:,m:,m:,m:o,m:o,m:,f:,f:a,.:c,.:
