.:,f:a,f:a,.:,f:a,f:a,f:a,.:,.:,f:a,f:r,f:
.:,m:o,v: ,m:o,.:f,v:,f:a,.:,v: ,.:f,f:a,f:
m:,.:f,f:a,m:,.:f,m:,m:,.:,f:a,m:,m:,.:
.:f,.:,m:,f:a,m:o,.:,m:,.:,f:a,m:o,.:,m:o
.:,v:,.:f,.:f,v:,.:,f:a,c:2,f:a,f:a,v:,.:f
m:o,.:,.:f,f:a,f:a,f:a,.:f,.:f,.:f,.:f,.:f,.:
f:a,.:,.:f,.:,f:,f:r,.:f,f:a,f:a,.:f,f:a,f:a
m:,v:,f:,m:,.:,.:,f:a,v:,f:a,.:f,v:,.:f
m:,.:f,f:,f:a,.:c,.:f,f:a,.:f,m:o,f:a,f:a,f:a
f:,f:a,.:f,.:f,c:0,f:,m:o,f:,.:,m:,f:,f:
f:a,v:,.:f,.:,.:,.:f,f:,v:,m:,.:,m:,.:
.:,f:,f:,.:r,.:,.:,m:,f:a,f:,f:,.:r,m:
