.:f,.:f,f:a,.:,.:,f:r,f:,f:a,f:a,f:a,f:,f:
.:,v: ,f:a,.:,.:,.:,f:r,f:a,v:,.:f,.:,f:
.:,f:a,.:f,.:,.:f,m:o,f:a,.:f,.:f,.:f,.:,f:
f:,m:,f:a,.:f,.:f,c:2,f:a,.:f,.:f,f:a,.:,f:
.:f,v:,.:f,f:a,f:a,.:f,.:f,f:a,v:,.:,.:,m:
f:,m:o,f:a,f:a,.:f,f:a,.:f,f:a,.:f,.:c,.:,f:
f:,f:a,.:,.:,v: ,f:a,m:,f:,m:,.:,m:,m:
f:a,v: ,.:f,f:a,f:a,.:,.:f,f:,.:,f:,f:,.:
f:,f:a,m:,m:,f:a,.:c,.:,f:a,m:o,.:f,f:,.:
f:,.:,m:,m:,v:,.:f,f:,m:,c:0,m:o,.:f,.:r
.:,v: ,.:,f:,f:a,f:a,f:,f:,f:,f:a,.:,m:
m:o,f:,.:,.:r,f:,f:a,f:,f:a,m:o,f:,f:,m:
