.:f,.:,m:,f:,.:r,f:,.:,f:a,f:a,.:f,.:f,.:f
.:,v:,.:f,.:,f:a,m:o,f:a,v: ,m:,.:f,v:,f:a
m:,f:a,f:a,.:f,c:2,.:,m:,f:a,f:a,m:o,m:o,.:f
f:a,m:o,.:,.:f,.:f,f:a,.:,.:,.:,.:,f:,.:f
f:a,v:,f:a,.:r,.:f,f:,f:,f:a,f:,m:o,v: ,f:a
.:,.:f,.:f,.:f,m:r,f:a,.:c,.:,.:r,f:,.:,.:f
f:a,f:a,.:f,.:f,.:,m:o,c:0,.:f,f:,.:,f:,f:a
f:a,v:,f:a,.:,f:,f:a,.:c,m:,.:,m:o,v: ,f:
.:f,.:f,.:f,f:a,.:c,m:,.:,.:,m:,.:c,f:,.:c
.:,f:a,.:,m:o,v: ,.:f,f:,m:,f:,m:,f:a,.:
f:a,v: ,f:a,f:,.:,m:o,f:,m:,m:o,v: ,f:,m:
.:f,.:f,.:,f:,.:f,m:o,m:,f:,f:a,.:f,f:,m:
