f:a,f:a,m:o,.:,.:,f:a,.:f,.:f,m:,.:,.:f,.:
f:a,v: ,f:a,.:,.:,f:a,.:f,v: ,.:,m:,m:,.:f
.:f,.:f,.:f,.:f,c:2,.:,.:f,m:o,f:a,f:a,v:,m:o
f:a,.:f,f:a,f:a,.:f,.:,f:a,.:f,f:a,f:a,f:a,f:a
f:a,v:,.:f,f:a,.:f,.:f,.:f,v:,f:a,m:,.:f,.:f
f:a,f:a,f:a,f:a,v:,f:,.:f,.:f,f:a,.:,v: ,f:
f:a,.:,f:,f:,f:a,.:f,.:,f:a,f:,.:c,f:a,f:a
.:,.:,m:,f:a,.:f,f:a,f:,v:,f:,f:a,f:a,f:a
m:,m:r,f:a,c:0,.:f,.:f,m:,.:f,f:a,f:,v:,m:
f:,f:,.:,.:c,.:f,f:,.:,f:,f:,.:c,.:c,f:a
f:,f:r,.:,.:,.:,f:a,v:,.:c,.:,m:,.:r,.:
m:,.:,f:,.:,m:,m:o,m:o,m:,.:r,.:,m:,.:
