m:,f:a,f:a,.:f,.:f,f:a,.:f,f:a,.:f,.:,.:,.:
m:,v:,f:,.:,v:,.:,.:f,v: ,f:a,.:r,m:r,f:
m:o,m:o,.:,f:,f:a,f:a,m:o,.:f,.:f,f:,.:,f:
.:r,.:,m:r,m:,m:,.:f,.:f,m:,.:f,f:a,m:o,f:a
m:o,.:,f:,m:,f:,v: ,.:f,.:,.:,c:2,f:a,.:f
m:,m:,f:a,m:o,f:a,f:,f:,.:f,m:,m:,.:f,m:
f:,f:a,c:0,f:a,f:a,f:,m:,f:,f:a,m:o,.:,.:f
f:a,.:,.:c,f:a,f:,m:o,m:,v: ,.:f,m:o,m:,f:a
.:,f:a,.:,.:,m:o,f:,m:o,.:f,f:a,f:a,v:,f:a
f:,m:,m:,v:,m:,f:a,m:,f:a,f:,.:f,.:f,f:a
f:,m:,m:,.:f,f:,f:a,v:,.:f,f:a,.:,.:,.:f
f:,m:,.:,f:,f:,f:a,f:a,f:a,.:,.:,.:,f:
