.:f,m:,.:,.:,.:f,f:a,f:a,.:f,f:a,m:,.:,.:c
f:,m:,f:a,.:,f:,m:,v: ,.:c,.:,v: ,f:a,f:
f:,f:a,c:2,f:a,m:,.:f,m:o,f:a,.:,f:,.:c,m:o
.:f,.:,f:a,.:f,f:,m:r,.:,.:,f:,.:,f:,.:f
f:a,f:a,f:a,.:,.:f,.:f,.:,m:o,.:c,f:a,v:,f:a
.:f,v: ,m:,.:f,v: ,f:a,f:a,c:0,.:,m:o,f:,f:a
f:a,.:f,.:f,.:f,.:f,.:,m:,m:,m:,f:a,f:a,.:f
.:,f:a,.:,.:,m:,m:o,f:,f:,f:,m:,v: ,.:
f:a,v: ,f:a,f:,v:,f:a,f:a,v: ,.:f,.:f,m:o,.:
.:f,m:o,f:a,m:,f:,f:a,f:a,.:,f:a,.:,f:a,.:f
.:,.:f,.:f,m:,m:o,.:,m:r,f:a,.:,.:f,v:,.:f
.:,f:r,m:,m:,.:,f:r,m:,f:,.:c,f:,f:,f:
