.:f,f:a,f:a,.:f,.:f,f:a,f:a,m:,.:c,m:,.:,f:
.:f,v:,f:a,m:,v:,f:a,f:a,v: ,f:a,m:o,v: ,m:
f:a,f:a,f:a,m:o,.:,f:a,m:,.:f,.:f,f:,f:a,.:f
f:r,.:,f:a,.:,m:,.:,f:a,f:a,m:o,m:,.:r,.:
.:,.:,.:f,.:,f:a,.:f,v:,f:,f:,.:,m:o,f:
f:,.:,.:f,c:2,f:a,f:a,m:o,.:,m:,c:0,f:a,.:
m:,f:,f:a,f:a,f:a,f:a,.:,f:a,.:,.:f,f:a,.:r
.:f,.:,.:f,f:a,f:,.:f,v: ,m:o,f:,.:f,.:f,.:r
.:,v:,.:f,f:,f:,m:,m:o,m:o,f:a,v: ,f:,f:
.:f,f:a,.:f,m:o,f:a,.:,f:,f:,f:a,m:o,f:,f:
.:,.:,f:,f:a,v: ,.:f,f:,f:,.:,m:,m:o,f:
m:,m:,.:f,f:a,f:a,.:f,.:f,f:,f:,f:,f:,m:
