.:f,f:a,.:f,.:,.:f,f:a,f:a,f:a,.:,f:a,.:,.:
.:,v: ,f:a,.:f,v: ,f:a,.:,m:,f:a,m:,.:f,.:f
f:a,f:a,f:a,f:a,f:a,m:o,.:,.:,.:f,c:2,f:a,.:
f:a,f:a,m:,f:,f:,.:,f:a,.:,.:,f:a,f:a,.:
.:f,v:,.:,f:a,m:,v: ,.:f,.:f,m:o,m:,.:r,.:
f:,m:o,f:a,.:,m:,f:,.:c,f:a,v: ,f:a,m:,.:
f:a,f:,.:,m:,f:,.:,.:,f:a,m:,.:f,.:,m:
f:a,v:,m:,.:r,.:,.:,f:a,.:c,.:f,.:f,.:f,.:f
m:,m:,m:,.:c,m:o,f:a,f:,v: ,.:f,.:,v:,.:f
f:a,f:,f:,m:,c:0,f:,f:a,.:c,.:f,.:f,f:a,m:
m:,m:r,m:,f:,f:a,f:,f:,f:,m:,m:,f:,f:
f:,f:,f:,.:,m:r,f:a,.:,m:,f:,.:,.:,.:
