f:a,f:a,.:f,.:r,.:,f:a,f:a,f:,m:,f:a,f:,m:
.:f,v: ,f:a,.:,m:o,v: ,f:a,f:a,v:,f:,.:,.:
f:a,.:f,.:f,.:,.:f,.:f,.:f,f:a,f:a,m:o,f:,f:
.:,m:,f:,f:,m:,f:a,f:a,.:f,f:,.:,.:f,m:
f:,.:,.:f,f:a,.:f,m:,v:,m:o,.:,.:c,f:,f:
f:,f:r,.:f,c:2,f:a,.:f,f:a,m:o,.:f,c:0,.:c,f:
.:,.:,.:f,.:f,m:o,.:,.:,.:c,f:a,f:a,.:c,.:
.:,m:o,m:,.:,.:,.:,v:,m:,m:,m:,.:,f:
.:f,v: ,.:f,.:,f:,.:c,.:,f:,f:a,v: ,.:f,m:
.:f,.:f,f:a,.:,f:a,.:,m:,.:,f:a,f:,.:,.:c
f:,f:,.:,f:,m:,v:,.:f,f:,.:,f:r,m:,f:
.:,f:r,f:,f:,.:f,f:a,.:f,f:,.:,m:,.:,f:
